N,q,log2_q,fully_split,problem,l_M,k_s,n_c,B,distribution,dist_sd,n_LWE,m_LWE,n_SIS,m_SIS,mode,hiding_attack,hiding_log2_rop,hiding_log2_red,hiding_log2_mem,hiding_bkz_beta,hiding_beta,hiding_tag,binding_attack,binding_norm,binding_log2_rop,binding_bkz_beta,binding_beta,inf_binding_log2_rop,inf_binding_attack,inf_binding_log2_red,inf_binding_log2_mem,inf_binding_d,l2_binding_log2_rop,l2_binding_attack,l2_binding_log2_red,l2_binding_log2_mem,l2_binding_d,opening_length,random_length,s_SW,smallwood_rows,range_degree,range_grade,accepted,rejection_reason,notes
256,1054721,20.008,true,commitment_hiding+binding,4,4,1,8,uniform,4.89898,1024,256,256,2304,rough,dual_hybrid,194.408,194.180,,,665,,lattice,l2,165.272,1068,566,236.812,lattice,236.812,,2303,165.272,lattice,165.272,,1068,2304,1280,16,144.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,4,1,16,uniform,9.5219,1024,256,256,2304,rough,dual_hybrid,225.959,225.716,,,773,,lattice,l2,124.976,967,428,178.704,lattice,178.704,,2303,124.976,lattice,124.976,,967,2304,1280,16,144.000,33,direct,no,binding below target,
256,1054721,20.008,true,commitment_hiding+binding,4,4,2,8,uniform,4.89898,1024,512,512,2560,rough,dual_hybrid,194.408,194.180,,,665,,lattice,l2,408.216,2120,1398,529.980,lattice,529.980,,2560,408.216,lattice,408.216,,2120,2560,1536,16,160.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,4,2,16,uniform,9.5219,1024,512,512,2560,rough,dual_hybrid,225.959,225.716,,,773,,lattice,l2,315.944,1921,1082,411.720,lattice,411.720,,2559,315.944,lattice,315.944,,1921,2560,1536,16,160.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,4,3,8,uniform,4.89898,1024,768,768,2816,rough,dual_hybrid,194.408,194.180,,,665,,lattice,l2,683.864,2816,2342,1112.949,lattice,1112.949,,2816,683.864,lattice,683.864,,2816,2816,1792,16,176.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,4,3,16,uniform,9.5219,1024,768,768,2816,rough,dual_hybrid,225.959,225.716,,,773,,lattice,l2,524.432,2816,1796,661.672,lattice,661.672,,2816,524.432,lattice,524.432,,2816,2816,1792,16,176.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,4,4,8,uniform,4.89898,1024,1024,1024,3072,rough,usvp,190.092,190.092,,2046,651,usvp,,,,,,,,,,,,,,,,3072,2048,16,192.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,4,4,16,uniform,9.5219,1024,1024,1024,3072,rough,usvp,220.460,220.460,,2044,755,usvp,lattice,l2,796.868,3072,2729,1605.597,lattice,1605.597,,3072,796.868,lattice,796.868,,3072,3072,2048,16,192.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,4,5,8,uniform,4.89898,1024,1280,1280,3328,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,3328,2304,16,208.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,4,5,16,uniform,9.5219,1024,1280,1280,3328,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,3328,2304,16,208.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,4,6,8,uniform,4.89898,1024,1536,1536,3584,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,3584,2560,16,224.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,4,6,16,uniform,9.5219,1024,1536,1536,3584,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,3584,2560,16,224.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,4,8,8,uniform,4.89898,1024,2048,2048,4096,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,4096,3072,16,256.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,4,8,16,uniform,9.5219,1024,2048,2048,4096,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,4096,3072,16,256.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,4,10,8,uniform,4.89898,1024,2560,2560,4608,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,4608,3584,16,288.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,4,10,16,uniform,9.5219,1024,2560,2560,4608,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,4608,3584,16,288.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,4,12,8,uniform,4.89898,1024,3072,3072,5120,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,5120,4096,16,320.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,4,12,16,uniform,9.5219,1024,3072,3072,5120,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,5120,4096,16,320.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,6,1,8,uniform,4.89898,1536,256,256,2816,rough,dual_hybrid,315.068,315.068,,,1079,,lattice,l2,158.556,1052,543,230.972,lattice,230.972,,2815,158.556,lattice,158.556,,1052,2816,1792,16,176.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,6,1,16,uniform,9.5219,1536,256,256,2816,rough,dual_hybrid,361.788,361.788,,,1239,,lattice,l2,120.304,954,412,174.324,lattice,174.324,,2815,120.304,lattice,120.304,,954,2816,1792,16,176.000,33,direct,no,binding below target,
256,1054721,20.008,true,commitment_hiding+binding,4,6,2,8,uniform,4.89898,1536,512,512,3072,rough,dual_hybrid,315.068,315.068,,,1079,,lattice,l2,394.200,2092,1350,521.512,lattice,521.512,,3072,394.200,lattice,394.200,,2092,3072,2048,16,192.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,6,2,16,uniform,9.5219,1536,512,512,3072,rough,dual_hybrid,361.788,361.788,,,1239,,lattice,l2,305.724,1898,1047,405.004,lattice,405.004,,3072,305.724,lattice,305.724,,1898,3072,2048,16,192.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,6,3,8,uniform,4.89898,1536,768,768,3328,rough,dual_hybrid,315.068,315.068,,,1079,,lattice,l2,650.576,3120,2228,819.936,lattice,819.936,,3328,650.576,lattice,650.576,,3120,3328,2304,16,208.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,6,3,16,uniform,9.5219,1536,768,768,3328,rough,dual_hybrid,361.788,361.788,,,1239,,lattice,l2,509.540,2832,1745,644.736,lattice,644.736,,3328,509.540,lattice,509.540,,2832,3328,2304,16,208.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,6,4,8,uniform,4.89898,1536,1024,1024,3584,rough,dual_hybrid,315.068,315.068,,,1079,,lattice,l2,946.372,3584,3241,1982.832,lattice,1982.832,,3584,946.372,lattice,946.372,,3584,3584,2560,16,224.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,6,4,16,uniform,9.5219,1536,1024,1024,3584,rough,dual_hybrid,361.788,361.788,,,1239,,lattice,l2,725.620,3584,2485,907.536,lattice,907.536,,3584,725.620,lattice,725.620,,3584,3584,2560,16,224.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,6,5,8,uniform,4.89898,1536,1280,1280,3840,rough,dual_hybrid,315.068,315.068,,,1079,,,,,,,,,,,,,,,,,3840,2816,16,240.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,6,5,16,uniform,9.5219,1536,1280,1280,3840,rough,dual_hybrid,361.788,361.788,,,1239,,lattice,l2,1001.852,3840,3431,2005.116,lattice,2005.116,,3840,1001.852,lattice,1001.852,,3840,3840,2816,16,240.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,6,6,8,uniform,4.89898,1536,1536,1536,4096,rough,usvp,309.812,309.812,,3065,1061,usvp,,,,,,,,,,,,,,,,4096,3072,16,256.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,6,6,16,uniform,9.5219,1536,1536,1536,4096,rough,usvp,355.364,355.364,,3068,1217,usvp,,,,,,,,,,,,,,,,4096,3072,16,256.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,6,8,8,uniform,4.89898,1536,2048,2048,4608,rough,usvp,307.768,307.768,,3258,1054,usvp,,,,,,,,,,,,,,,,4608,3584,16,288.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,6,8,16,uniform,9.5219,1536,2048,2048,4608,rough,usvp,348.940,348.940,,3374,1195,usvp,,,,,,,,,,,,,,,,4608,3584,16,288.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,6,10,8,uniform,4.89898,1536,2560,2560,5120,rough,usvp,307.768,307.768,,3258,1054,usvp,,,,,,,,,,,,,,,,5120,4096,16,320.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,6,10,16,uniform,9.5219,1536,2560,2560,5120,rough,usvp,348.940,348.940,,3374,1195,usvp,,,,,,,,,,,,,,,,5120,4096,16,320.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,6,12,8,uniform,4.89898,1536,3072,3072,5632,rough,usvp,307.768,307.768,,3258,1054,usvp,,,,,,,,,,,,,,,,5632,4608,16,352.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,6,12,16,uniform,9.5219,1536,3072,3072,5632,rough,usvp,348.940,348.940,,3374,1195,usvp,,,,,,,,,,,,,,,,5632,4608,16,352.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,8,1,8,uniform,4.89898,2048,256,256,3328,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,l2,153.300,1040,525,226.008,lattice,226.008,,3328,153.300,lattice,153.300,,1040,3328,2304,16,208.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,8,1,16,uniform,9.5219,2048,256,256,3328,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,116.508,944,399,170.528,lattice,170.528,,3328,116.508,lattice,116.508,,944,3328,2304,16,208.000,33,direct,no,binding below target,
256,1054721,20.008,true,commitment_hiding+binding,4,8,2,8,uniform,4.89898,2048,512,512,3584,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,l2,382.812,2068,1311,513.920,lattice,513.920,,3584,382.812,lattice,382.812,,2068,3584,2560,16,224.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,8,2,16,uniform,9.5219,2048,512,512,3584,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,297.548,1879,1019,398.872,lattice,398.872,,3584,297.548,lattice,297.548,,1879,3584,2560,16,224.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,8,3,8,uniform,4.89898,2048,768,768,3840,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,l2,633.932,3087,2171,810.300,lattice,810.300,,3840,633.932,lattice,633.932,,3087,3840,2816,16,240.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,8,3,16,uniform,9.5219,2048,768,768,3840,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,497.568,2805,1704,637.436,lattice,637.436,,3840,497.568,lattice,497.568,,2805,3840,2816,16,240.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,8,4,8,uniform,4.89898,2048,1024,1024,4096,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,l2,897.024,4096,3072,1118.944,lattice,1118.944,,4095,897.024,lattice,897.024,,4096,4096,3072,16,256.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,8,4,16,uniform,9.5219,2048,1024,1024,4096,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,707.516,3725,2423,880.380,lattice,880.380,,4095,707.516,lattice,707.516,,3725,4096,3072,16,256.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,8,5,8,uniform,4.89898,2048,1280,1280,4352,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,l2,1211.216,4352,4148,2915.002,lattice,2915.002,,4352,1211.216,lattice,1211.216,,4352,4352,3328,16,272.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,8,5,16,uniform,9.5219,2048,1280,1280,4352,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,929.728,4352,3184,1154.860,lattice,1154.860,,4351,929.728,lattice,929.728,,4352,4352,3328,16,272.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,8,6,8,uniform,4.89898,2048,1536,1536,4608,rough,dual_hybrid,439.168,439.168,,,1504,,,,,,,,,,,,,,,,,4608,3584,16,288.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,8,6,16,uniform,9.5219,2048,1536,1536,4608,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,1207.420,4608,4135,2404.597,lattice,2404.597,,4608,1207.420,lattice,1207.420,,4608,4608,3584,16,288.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,4,8,8,8,uniform,4.89898,2048,2048,2048,5120,rough,usvp,434.204,434.204,,4095,1487,usvp,,,,,,,,,,,,,,,,5120,4096,16,320.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,8,8,16,uniform,9.5219,2048,2048,2048,5120,rough,usvp,495.232,495.232,,4089,1696,usvp,,,,,,,,,,,,,,,,5120,4096,16,320.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,8,10,8,uniform,4.89898,2048,2560,2560,5632,rough,usvp,432.452,432.452,,4302,1481,usvp,,,,,,,,,,,,,,,,5632,4608,16,352.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,8,10,16,uniform,9.5219,2048,2560,2560,5632,rough,usvp,488.224,488.224,,4471,1672,usvp,,,,,,,,,,,,,,,,5632,4608,16,352.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,8,12,8,uniform,4.89898,2048,3072,3072,6144,rough,usvp,432.452,432.452,,4302,1481,usvp,,,,,,,,,,,,,,,,6144,5120,16,384.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,4,8,12,16,uniform,9.5219,2048,3072,3072,6144,rough,usvp,488.224,488.224,,4471,1672,usvp,,,,,,,,,,,,,,,,6144,5120,16,384.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,1,8,uniform,4.89898,256,256,256,2560,rough,usvp,28.032,28.032,,507,96,usvp,,,,,,,,,,,,,,,,2560,512,16,160.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,1,16,uniform,9.5219,256,256,256,2560,rough,usvp,35.624,35.624,,509,122,usvp,,,,,,,,,,,,,,,,2560,512,16,160.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,2,8,uniform,4.89898,256,512,512,2816,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,2816,768,16,176.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,2,16,uniform,9.5219,256,512,512,2816,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,2816,768,16,176.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,3,8,uniform,4.89898,256,768,768,3072,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,3072,1024,16,192.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,3,16,uniform,9.5219,256,768,768,3072,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,3072,1024,16,192.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,4,8,uniform,4.89898,256,1024,1024,3328,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,3328,1280,16,208.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,4,16,uniform,9.5219,256,1024,1024,3328,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,3328,1280,16,208.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,5,8,uniform,4.89898,256,1280,1280,3584,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,3584,1536,16,224.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,5,16,uniform,9.5219,256,1280,1280,3584,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,3584,1536,16,224.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,6,8,uniform,4.89898,256,1536,1536,3840,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,3840,1792,16,240.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,6,16,uniform,9.5219,256,1536,1536,3840,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,3840,1792,16,240.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,8,8,uniform,4.89898,256,2048,2048,4352,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,4352,2304,16,272.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,8,16,uniform,9.5219,256,2048,2048,4352,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,4352,2304,16,272.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,10,8,uniform,4.89898,256,2560,2560,4864,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,4864,2816,16,304.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,10,16,uniform,9.5219,256,2560,2560,4864,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,4864,2816,16,304.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,12,8,uniform,4.89898,256,3072,3072,5376,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,5376,3328,16,336.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,1,12,16,uniform,9.5219,256,3072,3072,5376,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,5376,3328,16,336.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,1,8,uniform,4.89898,512,256,256,2816,rough,dual_hybrid,80.596,80.592,,,276,,,,,,,,,,,,,,,,,2816,768,16,176.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,1,16,uniform,9.5219,512,256,256,2816,rough,dual_hybrid,96.360,96.360,,,330,,,,,,,,,,,,,,,,,2816,768,16,176.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,2,8,uniform,4.89898,512,512,512,3072,rough,usvp,78.548,78.548,,1019,269,usvp,,,,,,,,,,,,,,,,3072,1024,16,192.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,2,16,uniform,9.5219,512,512,512,3072,rough,usvp,93.440,93.440,,1023,320,usvp,,,,,,,,,,,,,,,,3072,1024,16,192.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,3,8,uniform,4.89898,512,768,768,3328,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,3328,1280,16,208.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,3,16,uniform,9.5219,512,768,768,3328,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,3328,1280,16,208.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,4,8,uniform,4.89898,512,1024,1024,3584,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,3584,1536,16,224.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,4,16,uniform,9.5219,512,1024,1024,3584,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,3584,1536,16,224.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,5,8,uniform,4.89898,512,1280,1280,3840,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,3840,1792,16,240.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,5,16,uniform,9.5219,512,1280,1280,3840,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,3840,1792,16,240.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,6,8,uniform,4.89898,512,1536,1536,4096,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,4096,2048,16,256.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,6,16,uniform,9.5219,512,1536,1536,4096,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,4096,2048,16,256.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,8,8,uniform,4.89898,512,2048,2048,4608,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,4608,2560,16,288.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,8,16,uniform,9.5219,512,2048,2048,4608,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,4608,2560,16,288.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,10,8,uniform,4.89898,512,2560,2560,5120,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,5120,3072,16,320.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,10,16,uniform,9.5219,512,2560,2560,5120,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,5120,3072,16,320.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,12,8,uniform,4.89898,512,3072,3072,5632,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,5632,3584,16,352.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,2,12,16,uniform,9.5219,512,3072,3072,5632,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,5632,3584,16,352.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,4,1,8,uniform,4.89898,1024,256,256,3328,rough,dual_hybrid,194.408,194.180,,,665,,lattice,l2,153.300,1040,525,226.008,lattice,226.008,,3328,153.300,lattice,153.300,,1040,3328,1280,16,208.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,8,4,1,16,uniform,9.5219,1024,256,256,3328,rough,dual_hybrid,225.959,225.716,,,773,,lattice,l2,116.508,944,399,170.528,lattice,170.528,,3328,116.508,lattice,116.508,,944,3328,1280,16,208.000,33,direct,no,binding below target,
256,1054721,20.008,true,commitment_hiding+binding,8,4,2,8,uniform,4.89898,1024,512,512,3584,rough,dual_hybrid,194.408,194.180,,,665,,lattice,l2,382.812,2068,1311,513.920,lattice,513.920,,3584,382.812,lattice,382.812,,2068,3584,1536,16,224.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,8,4,2,16,uniform,9.5219,1024,512,512,3584,rough,dual_hybrid,225.959,225.716,,,773,,lattice,l2,297.548,1879,1019,398.872,lattice,398.872,,3584,297.548,lattice,297.548,,1879,3584,1536,16,224.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,8,4,3,8,uniform,4.89898,1024,768,768,3840,rough,dual_hybrid,194.408,194.180,,,665,,lattice,l2,633.932,3087,2171,810.300,lattice,810.300,,3840,633.932,lattice,633.932,,3087,3840,1792,16,240.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,8,4,3,16,uniform,9.5219,1024,768,768,3840,rough,dual_hybrid,225.959,225.716,,,773,,lattice,l2,497.568,2805,1704,637.436,lattice,637.436,,3840,497.568,lattice,497.568,,2805,3840,1792,16,240.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,8,4,4,8,uniform,4.89898,1024,1024,1024,4096,rough,usvp,190.092,190.092,,2046,651,usvp,lattice,l2,897.024,4096,3072,1118.944,lattice,1118.944,,4095,897.024,lattice,897.024,,4096,4096,2048,16,256.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,8,4,4,16,uniform,9.5219,1024,1024,1024,4096,rough,usvp,220.460,220.460,,2044,755,usvp,lattice,l2,707.516,3725,2423,880.380,lattice,880.380,,4095,707.516,lattice,707.516,,3725,4096,2048,16,256.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,8,4,5,8,uniform,4.89898,1024,1280,1280,4352,rough,usvp,188.048,188.048,,2204,644,usvp,lattice,l2,1211.216,4352,4148,2915.002,lattice,2915.002,,4352,1211.216,lattice,1211.216,,4352,4352,2304,16,272.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,8,4,5,16,uniform,9.5219,1024,1280,1280,4352,rough,usvp,214.620,214.620,,2300,735,usvp,lattice,l2,929.728,4352,3184,1154.860,lattice,1154.860,,4351,929.728,lattice,929.728,,4352,4352,2304,16,272.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,8,4,6,8,uniform,4.89898,1024,1536,1536,4608,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,4608,2560,16,288.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,4,6,16,uniform,9.5219,1024,1536,1536,4608,rough,usvp,214.620,214.620,,2300,735,usvp,lattice,l2,1207.420,4608,4135,2404.597,lattice,2404.597,,4608,1207.420,lattice,1207.420,,4608,4608,2560,16,288.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,8,4,8,8,uniform,4.89898,1024,2048,2048,5120,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,5120,3072,16,320.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,4,8,16,uniform,9.5219,1024,2048,2048,5120,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,5120,3072,16,320.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,8,4,10,8,uniform,4.89898,1024,2560,2560,5632,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,5632,3584,16,352.000,17,direct,no,binding failed,
